patch_id,af1,Qal,Qaf,Qat,Qc,Qca,Qr
224_50_64,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_65,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_66,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_67,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_68,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_69,0.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_70,0.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_71,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_72,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_73,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_74,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_75,0.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_76,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_77,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_78,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_79,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_80,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_81,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_82,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_83,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_84,0.0,1.0,0.0,1.0,0.0,0.0,1.0
224_50_85,0.0,1.0,0.0,1.0,0.0,0.0,1.0
224_50_86,0.0,1.0,0.0,1.0,0.0,0.0,1.0
224_50_87,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_88,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_89,0.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_90,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_91,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_92,0.0,1.0,0.0,1.0,1.0,0.0,1.0
224_50_93,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_94,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_95,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_96,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_97,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_98,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_99,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_100,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_101,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_102,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_103,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_104,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_105,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_106,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_107,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_108,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_109,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_110,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_111,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_112,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_113,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_114,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_115,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_116,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_117,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_118,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_119,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_120,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_121,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_122,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_123,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_124,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_125,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_126,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_127,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_128,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_129,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_130,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_131,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_132,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_133,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_134,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_135,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_136,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_137,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_138,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_139,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_140,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_141,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_142,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_143,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_144,0.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_145,0.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_146,0.0,1.0,0.0,0.0,1.0,0.0,0.0
224_50_147,0.0,1.0,0.0,0.0,1.0,0.0,0.0
224_50_148,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_149,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_150,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_151,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_152,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_153,0.0,0.0,0.0,0.0,0.0,1.0,0.0
224_50_154,0.0,0.0,0.0,0.0,0.0,1.0,0.0
224_50_155,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224_50_156,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224_50_157,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_158,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_159,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_160,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_161,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_162,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_163,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_164,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_165,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_166,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_167,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_168,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_169,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_170,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_171,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_172,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_173,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_174,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_175,1.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_176,1.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_177,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_178,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_179,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_180,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_181,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_182,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_183,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_184,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_185,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_186,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_187,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_188,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_189,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_190,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_191,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_192,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_193,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_194,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_195,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_196,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_197,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_198,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_199,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_200,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_201,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_202,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_203,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224_50_204,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_205,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_206,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_207,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_208,1.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_209,1.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_210,1.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_211,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_212,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_213,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_214,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_215,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_216,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_217,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_218,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_219,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_220,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_221,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_222,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_223,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_224,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_225,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_226,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_227,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_228,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_229,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_230,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_231,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_232,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_233,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_234,0.0,0.0,0.0,1.0,1.0,1.0,0.0
224_50_235,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_236,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_237,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_238,1.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_239,1.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_240,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_241,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_242,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_243,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_244,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_245,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_246,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_247,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_248,0.0,1.0,0.0,1.0,0.0,1.0,1.0
224_50_249,0.0,0.0,0.0,1.0,0.0,0.0,1.0
224_50_250,0.0,1.0,0.0,1.0,0.0,0.0,1.0
224_50_251,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_252,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_253,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_254,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_255,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_256,0.0,1.0,0.0,1.0,1.0,0.0,1.0
224_50_257,0.0,1.0,0.0,1.0,0.0,1.0,1.0
224_50_258,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_259,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_260,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_261,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_262,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_263,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_264,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_265,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_266,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_267,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_268,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_269,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_270,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_271,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_272,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_273,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_274,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_275,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_276,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_277,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_278,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_279,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_280,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_281,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_282,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_283,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_284,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_285,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_286,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_287,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_288,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_289,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_290,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_291,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_292,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_293,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_294,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_295,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_296,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_297,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_298,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_299,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_300,1.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_301,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_302,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_303,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_304,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_305,1.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_306,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_307,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_308,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_309,0.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_310,0.0,1.0,0.0,0.0,1.0,0.0,0.0
224_50_311,0.0,1.0,0.0,0.0,1.0,0.0,0.0
224_50_312,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_313,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_314,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_315,1.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_316,1.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_317,0.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_318,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_319,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_320,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224_50_321,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_322,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_323,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_324,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_325,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_326,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_327,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_328,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_329,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_330,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_331,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_332,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_333,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_334,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_335,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_336,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_337,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_338,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_339,1.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_340,1.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_341,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_342,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_343,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_344,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_345,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_346,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_347,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_348,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_349,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224_50_350,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_351,0.0,1.0,0.0,0.0,1.0,0.0,1.0
224_50_352,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_353,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_354,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_355,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_356,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_357,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_358,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_359,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_360,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_361,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_362,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_363,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_364,0.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_365,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_366,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_367,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_368,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_369,1.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_370,1.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_371,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_372,1.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_373,1.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_374,1.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_375,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_376,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_377,1.0,1.0,0.0,0.0,0.0,0.0,1.0
224_50_378,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_379,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_380,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_381,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_382,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_383,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_384,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_385,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224_50_386,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224_50_387,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_388,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_389,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_390,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_391,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_392,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_393,0.0,1.0,0.0,1.0,1.0,1.0,1.0
224_50_394,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_395,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_396,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_397,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_398,0.0,1.0,0.0,1.0,1.0,1.0,0.0
224_50_399,0.0,1.0,0.0,1.0,0.0,1.0,0.0
224_50_400,1.0,1.0,0.0,1.0,0.0,1.0,0.0
224_50_401,1.0,1.0,0.0,0.0,1.0,1.0,0.0
224_50_402,1.0,0.0,0.0,0.0,1.0,1.0,0.0
224_50_403,1.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_404,0.0,0.0,0.0,0.0,1.0,0.0,1.0
224_50_405,0.0,0.0,0.0,0.0,1.0,1.0,1.0
224_50_406,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_407,0.0,1.0,0.0,0.0,1.0,1.0,1.0
224_50_408,0.0,1.0,0.0,0.0,0.0,1.0,1.0
224_50_409,0.0,1.0,0.0,0.0,0.0,1.0,1.0
